Identifiant,target,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee
10608,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1074,2,1960,0,   .,21231
15096,0,2015,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1580,2,1970,0,4,76259
13344,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,770,2,1988,0,   .,64160
7489,0,2016,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,20,2,1988,0,   .,69384
19926,0,2016,"0,37704918",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,500,3,1950,0,2,33063
759,0,2016,"0,494535519",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2000,1,1960,0,   .,27681
4482,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,1,1980,0,   .,87085
814,0,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,375,3,,0,   .,33069
3586,1,2016,"0,99726776",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3950,3,,0,   .,92004
6463,1,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,6650,4,1912,0,8,6083
6949,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2225,2,1995,0,6,62193
12915,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,940,1,1988,0,   .,74056
3845,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1151,2,1980,0,   .,69091
15187,0,2014,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,1,484,3,1900,0,4,92004
9757,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300,1,1980,0,   .,84137
13819,1,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4118,2,1988,0,   .,64102
10950,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,940,1,1980,0,   .,73011
11590,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200,2,1960,0,   .,83009
7517,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,750,2,1980,0,   .,38421
12887,0,2013,"0,6",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4000,2,1960,0,   .,95252
17973,0,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2721,1,2005,0.3,4,16015
5094,0,2015,"0,468493151",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,4,1960,0,   .,6083
1735,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,180,3,1960,0,   .,94002
18853,1,2013,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,1350,1,1971,0,8,10387
10763,0,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,135,3,1988,0,   .,94019
13550,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2500,2,1988,0,   .,38544
13765,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3380,3,1966,0.3,5,2A004
6164,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,650,4,1990,0,4,6007
5217,0,2014,"0,915068493",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1384,3,1960,0,   .,54395
15678,1,2012,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,9390,2,1977,0,9,78372
1593,0,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1853,4,1988,0,   .,6083
1280,0,2015,"0,989041096",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,530,1,1980,0,   .,88383
1163,1,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,8933,2,1960,0,   .,34032
16861,0,2015,"0,997260274",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,5210,2,1970,0,8,78383
15432,0,2016,"0,994535519",0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1902,1,1996,0,4,86041
970,1,2015,"0,997260274",0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,6893,4,1930,0,8,6012
230,0,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,650,2,1956,0,4,42218
425,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700,1,,0,   .,32013
6974,0,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,850,3,1975,2,1,94058
291,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800,1,1960,0,   .,35288
15577,0,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,1200,2,2008,0,1,34150
13937,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3600,1,1980,0,   .,13106
18592,0,2012,"0,464480874",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,652,2,1900,0,3,76540
14601,0,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,750,2,2008,0,3,66130
18761,0,2012,"0,50273224",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1120,4,2007,0,1,6083
1481,0,2013,"0,038356164",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,2,1960,0,   .,13204
4320,1,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1056,3,,0,   .,64483
4700,1,2016,"0,99726776",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,7700,4,1970,0,5,6155
8727,0,2013,"0,246575342",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500,4,,0,   .,6088
17643,1,2013,"0,747945205",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4846,2,2003,0,6,69069
6557,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,180,3,1960,0,   .,94078
11885,1,2016,"0,99726776",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,535,4,1960,0,   .,75117
11868,1,2012,"0,866120219",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900,3,1960,0,   .,92046
210,0,2013,"0,452054795",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,1,1900,3,1950,0,5,92071
3701,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350,2,1960,0,   .,13204
875,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2791,1,1980,0,   .,86194
19701,0,2015,"0,632876712",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1250,1,2015,0,5,35288
11453,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1110,1,1980,0,   .,63075
19751,0,2016,"0,99726776",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,540,1,2015,0,2,13026
3819,1,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4700,1,,0,   .,15014
15968,0,2014,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,3570,3,1980,0,>=10,94071
5235,0,2012,"0,24863388",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,670,1,1960,0,   .,42187
1886,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4035,2,1980,0,   .,34032
4293,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2150,2,1988,0,   .,25388
10962,0,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,230,2,1968,0,1,67482
13322,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1158,2,1988,0,   .,38140
7499,1,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,1,1980,0,   .,13103
11267,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,3,1980,0,   .,83137
9615,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1600,2,1960,0,   .,42218
2752,0,2013,"0,720547945",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,2,1980,0,   .,29124
8334,0,2014,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,eff,1,410,3,1930,0,4,38185
15277,0,2012,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,1,250,2,1950,0.3,2,78640
3365,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1000,2,1998,0.3,2,62201
6478,0,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1440,2,2002,0.3,3,68013
1841,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,630,4,1960,0,   .,6088
11992,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,280,3,1960,0,   .,59350
8280,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3343,3,1980,0,   .,2B050
17679,0,2013,"0,747945205",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1195,1,1960,0,4,37261
3066,0,2014,"0,336986301",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,400,1,1980,0,3,13117
17036,1,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,7063,4,1952,1,7,6029
7947,1,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450,3,,0,   .,83137
7996,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1550,2,,0,   .,59009
1193,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,870,1,1980,0,   .,86194
11592,0,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,360,3,,0,   .,92048
6929,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800,2,1980,0,   .,26362
17467,0,2013,1,0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,829,2,2009,0.3,4,77192
19802,0,2016,"0,99726776",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1470,4,1970,0,6,6011
16289,1,2016,"0,494535519",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,2,11300,1,2009,0,4,86194
4939,1,2014,1,0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,490,2,1950,0,4,13202
205,1,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2091,4,1960,0,   .,75110
14805,1,2013,"0,912328767",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,4870,2,1948,0,>=10,13213
5375,1,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3416,1,1980,0,   .,44162
3107,1,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,826,4,1980,0,   .,6083
14026,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1100,2,1988,0,   .,30131
5843,0,2015,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2210,2,1970,0,3,63113
15610,0,2016,"0,99726776",0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,1550,1,1972,0,4,5004
1084,0,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,250,3,1930,0.3,3,54395
17340,0,2013,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,745,4,1900,0,5,75112
5500,0,2014,"0,452054795",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,2,1960,0,   .,77288
8519,0,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1650,4,,0,   .,6029
18281,1,2012,"0,836065574",0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,5300,3,1982,0,5,2B033
13507,0,2013,0,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1686,2,1980,0,   .,95203
10280,0,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,810,2,1940,0,3,83009
5087,0,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1150,3,1960,0,6,92044
8430,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,310,1,,0,   .,35238
15333,0,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1320,2,1930,0.3,6,13206
4839,0,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1050,2,1999,0,3,68120
5618,0,2015,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1100,2,1975,0,3,31555
11106,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,150,1,1980,0,   .,91174
13880,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,2,1960,0,   .,13203
10469,0,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2100,2,2003,0.6,2,66136
16646,0,2014,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,2100,2,1970,0.3,6,13203
11454,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,160,2,1980,0,   .,34192
15201,0,2012,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,12473,2,1959,0,>=10,69266
16142,0,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,850,3,2009,0.3,4,94042
18845,0,2016,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,effpi,2,3400,1,1961,0,5,10081
10412,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,240,2,1960,0,   .,13207
6163,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1850,4,1950,0,4,6012
14227,0,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,670,3,1980,0,   .,94068
18202,0,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,6300,2,1973,0,5,13213
17167,1,2012,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,6890,2,1973,0.3,7,69202
5883,0,2014,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,1170,2,1920,0,4,63113
11594,0,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,35,4,,0,   .,75116
9729,0,2014,"0,915068493",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,640,2,1960,0,   .,21231
19502,0,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,340,2,1960,0.6,3,64422
8550,1,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550,4,,0,   .,6004
5017,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,909,2,,0,   .,29232
479,0,2013,"0,246575342",0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,400,1,1925,0,4,43157
18187,0,2015,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,3750,1,1978,0,5,33063
15012,0,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2110,3,1960,0,   .,92014
15576,0,2013,1,0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,620,2,1900,0,3,24322
3862,0,2014,"0,821917808",0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,2090,2,1988,0,   .,38140
17707,1,2015,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,1900,1,1974,0,9,36044
19404,1,2014,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,11000,4,1970,0.6,6,6104
18879,0,2012,"0,166666667",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1500,2,1978,0,3,65017
2961,0,2016,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,1,696,3,1930,0.6,5,54395
3638,1,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2750,3,,0,   .,64483
3408,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,472,2,1980,0,   .,38563
866,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,620,1,1988,0,   .,74056
14243,0,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1750,3,1988,0,   .,93051
12383,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,615,3,1960,0,   .,38185
16761,0,2013,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,4275,3,1970,0,4,94034
7511,0,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1412,3,1988,0,   .,64189
4401,1,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1862,4,1980,0,   .,6104
6135,0,2013,"0,747945205",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900,4,1988,0,   .,6030
16919,1,2013,"0,334246575",0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,280,1,1950,0,5,35288
14031,0,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1765,4,1980,0,   .,75109
18767,1,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3369,4,2009,0,3,6032
10835,0,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1038,3,1980,0,   .,94067
4402,1,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1862,4,1980,0,   .,6104
9037,0,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,631,1,,0,   .,13957
10913,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1080,4,1960,0,   .,75109
14514,0,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,400,3,1954,0.6,3,92004
14486,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,100,2,1988,0,   .,34003
16251,0,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1675,2,1930,0,5,42218
8030,0,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1100,1,1991,0,4,35288
1952,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,640,3,1960,0,   .,64483
11408,0,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300,1,1980,0,   .,58194
18082,0,2014,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,1764,1,1970,0,4,91377
16853,1,2012,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,4212,2,1970,0,5,78208
17604,0,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,368,2,1950,0.3,2,30189
9314,1,2012,1,1,O,V,V,V,V,V,V,V,V,V,V,V,N,base,2,565,2,,0,   .,78049
8432,1,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,375,2,,0,   .,64024
4241,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,4,1960,0,   .,75104
3649,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1386,1,1988,0,   .,5023
4203,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,3,,0,   .,64483
12349,0,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3500,3,1980,0.6,5,64445
3556,1,2015,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,2760,1,1970,0,4,63075
6733,0,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,870,3,,0,   .,92044
3607,0,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,1,1725,1,1961,0.3,4,7181
5000,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,2349,2,,0,   .,29232
10242,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,930,2,,0,   .,67256
1399,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460,2,1960,0,   .,21231
19905,0,2016,"0,571038251",0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,311,2,1940,0,4,76540
5758,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,2,1980,0,   .,38559
15558,0,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,800,4,1950,0.6,4,6004
13746,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,2,1960,0,   .,13202
3430,0,2013,"0,106849315",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,3,,0,   .,33063
1247,0,2013,"0,736986301",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,440,1,1960,0,   .,88160
7585,0,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,527,3,,0,   .,92026
18150,0,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,210,2,1700,0.6,5,83119
4657,0,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,1,1988,0,   .,12174
17480,0,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,710,2,2003,0,4,77058
11204,0,2014,"0,263013699",0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,252,2,1930,0,4,13203
7234,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1180,3,1960,0,   .,93077
16708,0,2014,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,1350,2,1960,0.3,4,83137
7529,0,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2720,4,1960,0,   .,75118
16715,0,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1000,4,1974,0.6,5,6012
12539,0,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600,4,,0,   .,75111
10737,1,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,980,1,1980,0,   .,86194
14250,0,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1950,4,1980,0,   .,6161
3880,1,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1550,2,1980,0,   .,14118
2121,0,2013,1,0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,630,2,1900,0,5,13205
11376,0,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1600,1,1965,0,4,43251
2684,0,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1400,4,1980,0,   .,6088
18024,0,2013,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,2292,1,1955,0,5,27229
4548,0,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,4350,1,2000,0,1,35288
3712,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2306,1,1960,0,   .,7349
16344,1,2014,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1800,2,2005,0,4,80228
6962,1,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3758,2,1980,0,   .,13001
9909,0,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1400,3,1991,0,2,2A247
4961,1,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1294,4,,0,   .,75104
8992,0,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1380,2,2003,0.3,4,30189
9941,1,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,2,,0,   .,13206
17726,0,2013,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,3788,1,1974,0,5,27643
6455,0,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1920,2,1960,0,   .,13214
12344,0,2014,1,0,V,N,1,N,1,N,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,1783,1,2005,0.6,2,74056
11677,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900,3,1960,0,   .,64189
10099,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200,2,1960,0,   .,13201
17025,1,2013,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3752,2,2008,0,3,76259
5582,1,2013,"0,953424658",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1930,2,1988,0,   .,57480
13472,1,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,4200,4,1975,0.6,7,6104
12988,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900,2,1960,0,   .,57631
5234,0,2013,"0,906849315",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,367,3,1960,0,   .,64445
14942,1,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3500,3,1988,0,   .,2A004
3434,1,2015,"0,495890411",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1400,4,1960,0,   .,75104
15145,0,2016,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,1250,1,1950,0,6,91421
11141,0,2013,"0,315068493",1,O,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350,1,1980,0,   .,54482
